fra;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel
FR;2022-06-15;54430127;53530042;40060053;2443661;67114995;81.1;79.8;59.7;3.6
