fra;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel
FR;2022-06-09;54418853;53517719;40014668;2281155;67114995.0;81.1;79.7;59.6;3.4
